trial,regime,method,success,reached_goal,collision,deadlock,fallback,fallback_steps,steps,final_progress,mean_progress_speed,max_equality_residual,mean_equality_residual,max_inequality_violation,min_margin,mean_intervention,max_intervention,action_smoothness,retraction_failures
44,aggressive,penalty_only,False,True,False,False,False,0,63,1.0334557425040185,1.2303044553619267,0.04855191379270707,0.015217673183438704,0.0,0.01680098850920303,0.0,0.0,4.862359704265657,0
44,aggressive,one_step_correction,False,True,False,False,False,0,63,1.0238097927213399,1.218821181811119,0.0745843619157952,0.029674243969559814,0.0,0.03160430859077551,0.03782611419537977,1.0375193301514891,5.211368039096268,0
44,aggressive,rollout_projection,False,True,False,False,False,0,70,0.9744923615313866,1.0440989587836285,0.0895753487619686,0.039723070376046915,0.0,0.1013500558037308,0.356052909172021,1.121311274584883,3.9664065734578045,0
44,aggressive,projection_retraction,True,True,False,False,False,0,70,0.9745739769726313,1.0441864038992477,5.2790216642506493e-11,3.5844264064824725e-12,0.0,0.10406309764477667,0.33993229589268775,1.046394967984051,3.8694413445300784,0
45,aggressive,penalty_only,False,True,False,False,False,0,56,1.0461851676181095,1.4011408494885393,0.04203979955134107,0.013624190365126616,0.0,0.07288899429134243,0.0,0.0,4.439988967524492,0
45,aggressive,one_step_correction,False,True,False,False,False,0,56,1.0451791779581396,1.3997935419082226,0.05469589350814874,0.017178296491732935,0.0,0.07892493225116226,0.01629117419814696,0.22044525217479113,4.264974045009495,0
45,aggressive,rollout_projection,False,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,0.0756702442465802,0.03524808102332786,0.0,0.12983356193253892,0.5036366159327625,0.9327808595206213,4.28996858653459,0
45,aggressive,projection_retraction,True,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,7.083489350634409e-11,4.59668017934892e-12,0.0,0.12987594318077772,0.49829239085753624,0.909916609978238,4.28612295716623,0
46,aggressive,penalty_only,False,True,False,False,False,0,56,0.9605724646403692,1.2864809794290657,0.055244408024681224,0.01778193037604724,0.0,0.0962786755031313,0.0,0.0,4.139046772945344,0
46,aggressive,one_step_correction,False,True,False,False,False,0,56,0.9567562829567597,1.281370021817089,0.11576453769739159,0.041751527417399036,0.0,0.08919747588332377,0.04977629978778666,0.6787797796782623,4.209952136098156,0
46,aggressive,rollout_projection,False,True,False,False,False,0,70,0.9712287970841659,1.0406022825901777,0.0768005285347404,0.035577635803740966,0.0,0.11459785170541487,0.3511543367990684,0.8945330692688307,3.578089676432286,0
46,aggressive,projection_retraction,True,True,False,False,False,0,70,0.9720293852455675,1.0414600556202507,8.324141376192529e-11,5.1892902673346596e-12,0.0,0.11455550134140985,0.3432927198045366,0.894293665110435,3.4376608542992058,0
47,aggressive,penalty_only,False,True,False,False,False,0,49,0.984746311162373,1.507264761983224,0.03681588941436065,0.015164663455793575,0.0,0.13996374328301586,0.0,0.0,5.11595831881572,0
47,aggressive,one_step_correction,False,True,False,False,False,0,49,0.9847503850696767,1.5072709975556278,0.04974142400287862,0.020016581827856983,0.0,0.1401561457033369,0.009049504879791254,0.15602789332342945,5.092536105451778,0
47,aggressive,rollout_projection,False,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,0.08889918634717331,0.04232934919533501,0.0,0.150172638690641,0.5723382245909143,1.078077716218519,4.878163729757314,0
47,aggressive,projection_retraction,True,True,False,False,False,0,70,0.979999999999999,1.0499999999999987,1.1758372053805033e-11,8.891030768763487e-13,0.0,0.1546213869023152,0.5647469276636216,0.9570376573781803,4.739259494832242,0
48,aggressive,penalty_only,False,True,False,False,False,0,56,1.0427199463512282,1.3964999281489663,0.045795725108225493,0.01663643615254829,0.0,0.01851839113417325,0.0,0.0,4.861296335057289,0
48,aggressive,one_step_correction,False,True,False,False,False,0,56,1.0416238695059785,1.395031968088364,0.07428280515218333,0.015485849456843974,0.0,0.023729123648901562,0.019016478231642327,0.563391482542095,5.185130819661262,0
48,aggressive,rollout_projection,False,True,False,False,False,0,70,0.9621278154052572,1.0308512307913469,0.13369041772892865,0.06244687332294443,0.0,0.09245783527736517,0.5633463070837548,1.2052758306449172,5.011940601832742,0
