scenario_id,repeat,feedback,mass,friction,fragility,tightness,success,object_damage,slip_drop,insertion_failure,excess_force,force_profile_rmse,force_error_variance,retries,handoff_balance_error,mean_speed,insertion_speed,slip_probability,damage_probability
14,0,haptic_off,0.4383633837016763,0.7765315310145984,9.940982285908674,0.3154840262470492,0.0,0.0,1.0,0.0,0.0,1.1211179066655326,0.2848749350791243,1.0,0.08152750218383312,0.8703263868704508,0.8585180270730145,0.18982774258346535,0.0
14,0,haptic_on,0.4383633837016763,0.7765315310145984,9.940982285908674,0.3154840262470492,1.0,0.0,0.0,0.0,0.0,0.3189342153091239,0.009960912101967192,1.0,0.023778854803617994,0.9752185138584799,0.8954823985878119,0.09216816775922222,0.0
14,1,haptic_off,0.4383633837016763,0.7765315310145984,9.940982285908674,0.3154840262470492,1.0,0.0,0.0,0.0,0.0,0.8696934339308481,0.2948279109163987,0.0,0.09247918815497437,0.8705732928561799,0.8649139098141526,0.1876894452160234,0.0
14,1,haptic_on,0.4383633837016763,0.7765315310145984,9.940982285908674,0.3154840262470492,1.0,0.0,0.0,0.0,0.0,0.2477557904268222,0.011421780547690708,0.0,0.026973096545200866,0.9753134776991449,0.8979423534882497,0.08490443029448319,0.0
15,0,haptic_off,0.5732904805195487,0.679275723898648,8.68798061735089,0.29881673370879747,0.0,0.0,1.0,0.0,0.0,0.8940296800820092,0.3870497884825986,1.0,0.08003803599662185,0.872142161749,0.866013227958771,0.19103642255880174,0.0
15,0,haptic_on,0.5732904805195487,0.679275723898648,8.68798061735089,0.29881673370879747,1.0,0.0,0.0,0.0,0.0,0.24224041000650845,0.012615485932262771,1.0,0.023344427165681372,0.9772299875902087,0.906243760829901,0.0844833357687462,0.0
15,1,haptic_off,0.5732904805195487,0.679275723898648,8.68798061735089,0.29881673370879747,1.0,0.0,0.0,0.0,0.0,1.0775203777335958,0.46490828546884233,0.0,0.11513145002644719,0.8603322687970453,0.8593501639407887,0.21334935858933426,0.0
15,1,haptic_on,0.5732904805195487,0.679275723898648,8.68798061735089,0.29881673370879747,1.0,0.0,0.0,0.0,0.0,0.2869106127651058,0.013677152112407838,0.0,0.036659053818189104,0.972687721070226,0.9036810438999076,0.09210256089306244,0.0
16,0,haptic_off,0.39139877158965775,0.8131339463705027,7.4123688832157155,0.29311199352045547,1.0,0.0,0.0,0.0,0.0,0.9280650251341552,0.25189371090827767,1.0,0.09416158589812598,0.8744940405642667,0.8560243455377078,0.1961256697731304,0.0
16,0,haptic_on,0.39139877158965775,0.8131339463705027,7.4123688832157155,0.29311199352045547,1.0,0.0,0.0,0.0,0.0,0.25341645994620715,0.009900217517717115,0.0,0.027610522748181647,0.9780078114935116,0.9016414137448459,0.08598289306845554,0.0
16,1,haptic_off,0.39139877158965775,0.8131339463705027,7.4123688832157155,0.29311199352045547,1.0,0.0,0.0,0.0,0.0,1.0052114856228098,0.24844074983684794,0.0,0.06672857361003184,0.8619802374044412,0.8581527814884442,0.16703404914740724,0.0
16,1,haptic_on,0.39139877158965775,0.8131339463705027,7.4123688832157155,0.29311199352045547,1.0,0.0,0.0,0.0,0.0,0.27436585766134225,0.010221454569960375,0.0,0.019462500636259282,0.9731948102781937,0.9024600429566677,0.08271308485865754,0.0
