method,shift,trial,mass,friction,fragility,tightness,success,object_damage,slip_drop,insertion_failure,excess_force,force_profile_rmse,force_error_variance,retries,handoff_balance_error,mean_speed,insertion_speed,slip_probability,damage_probability
pose_only_visual,0.0,73,0.5428383074696254,0.8098562439793563,9.678443745878656,0.25165160066474745,1.0,0.0,0.0,0.0,0.0,2.6640667493504266,1.0542656057169852,0.0,0.003607179098530233,0.8652036907849369,0.8510346388811721,0.08080766069429357,0.0
pose_only_visual,0.0,74,0.49204312458834365,0.7803886441319797,7.750926482091081,0.583213578581017,0.0,1.0,0.0,0.0,0.008391695717050788,2.739985870792527,0.9709710633347113,1.0,0.0009877201920633473,0.8525217494042414,0.7829379129486583,0.07783651631318951,0.19173696594097345
pose_only_visual,0.0,75,0.47257102666322015,0.7417260864585002,8.603135415083194,0.40769271596734313,1.0,0.0,0.0,0.0,0.0,2.7383687462487103,0.9842250483064923,1.0,0.002779856345347443,0.8597644977858171,0.8200803741077279,0.0780287605356155,0.0
pose_only_visual,0.0,76,0.5945605320985965,0.5880956464058065,8.791691866948835,0.3988019445601117,0.0,0.0,1.0,0.0,0.0,1.961758739376781,2.1148229148978936,0.0,0.005602537556132216,0.8607994428864535,0.8237399628000014,0.6067762375762965,0.0
pose_only_visual,0.0,77,0.4285821966114237,0.6986910512024199,9.855536647353604,0.5286310089782729,1.0,0.0,0.0,0.0,0.0,2.7920038812685433,0.937738428210479,1.0,0.001611224980061223,0.8544286598661696,0.7941512844484,0.07827890760831493,0.0
pose_only_visual,0.0,78,0.5747835930183295,0.799571181275077,9.139833601759689,0.3532978708280902,1.0,0.0,0.0,0.0,0.0,2.5297821657535255,1.1675086333994054,1.0,0.0026801491154454134,0.86232742430365,0.8339012126762323,0.07856466822989629,0.0
pose_only_visual,0.0,79,0.6025577465834011,0.7641865297362634,8.821782130249137,0.3222661266418866,1.0,0.0,0.0,0.0,0.0,2.365668866487196,1.3518503727466393,0.0,0.003665625747088416,0.8619656557792874,0.8304501014097256,0.12204495839938914,0.0
pose_only_visual,0.0,80,0.6092845390405235,0.6828042015704784,9.088139412188214,0.5987513127704407,1.0,0.0,0.0,0.0,0.0,2.127989601180528,1.6749798275063679,1.0,0.00552689303311583,0.8518454707305355,0.7757900688186989,0.2078321523532707,0.0
pose_only_visual,0.0,81,0.37767462233583743,0.7285482821836934,8.461246779411674,0.5939716769399745,1.0,0.0,0.0,0.0,0.0,3.0570508318922824,0.7816686456765566,1.0,0.0022329042256580404,0.8496260985978322,0.7707739819161356,0.07904636987935013,0.0
pose_only_visual,0.0,82,0.455648404983029,0.8189734519380047,8.63074413088978,0.4248585215381232,1.0,0.0,0.0,0.0,0.0,2.9627552801093517,0.8382408488732219,1.0,0.0012164632780601457,0.8562467401682864,0.8077795208845006,0.07760244101221467,0.0
pose_only_visual,0.0,83,0.6060464691063199,0.6672814967502485,10.229921418927788,0.622272713924907,1.0,0.0,0.0,0.0,0.0,2.097664361468554,1.7295651942311214,1.0,0.004267620500490497,0.850208835329334,0.7696044814891276,0.24647257351550805,0.0
pose_only_visual,0.0,84,0.44141734264734633,0.8057015891388193,8.835478715209444,0.40887707952848296,1.0,0.0,0.0,0.0,0.0,2.9887959845308165,0.8249110071143444,1.0,0.0013093830125595228,0.8566300732741122,0.8108446307825273,0.07762771942829273,0.0
pose_only_visual,0.0,85,0.6140745177893092,0.7357377226948844,9.491121981842417,0.4953952313535579,1.0,0.0,0.0,0.0,0.0,2.2497998434860484,1.488331190544534,1.0,0.004554294654617571,0.8560320054192,0.7984353988266923,0.15408978971021414,0.0
