scenario_id,seed,method,shift_level,mirrored,corruption,horizon,success,assisted_completion,progress,tracking_rmse,tracking_progress,interventions,disturbance_events,recoveries,recovery_rate,wrong_contacts,smoothness,command_jerk,steps,final_target_distance
s2_m0_c35_h06_t00,2708321,full_demo_attention,2,0,0.350000,6,0,0,0.000000,1.237310,0.000000,2,0,0,0.000000,2,0.030232,0.035380,178,1.415608
s2_m0_c35_h06_t00,2708321,latent_intent,2,0,0.350000,6,1,1,1.000000,0.857616,0.463235,0,2,2,1.000000,4,0.040532,0.048380,67,0.000000
s2_m0_c35_h06_t01,2716240,language_prior,2,0,0.350000,6,0,0,0.333333,1.174378,0.281192,2,1,0,0.000000,7,0.030097,0.039541,178,1.293866
s2_m0_c35_h06_t01,2716240,nearest_demo_replay,2,0,0.350000,6,0,0,0.000000,0.637339,0.000000,2,0,0,0.000000,4,0.035791,0.053298,178,0.177287
s2_m0_c35_h06_t01,2716240,phase_retrieval,2,0,0.350000,6,0,0,0.166667,1.315663,0.161080,2,0,0,0.000000,3,0.041852,0.065095,178,1.488170
s2_m0_c35_h06_t01,2716240,full_demo_attention,2,0,0.350000,6,0,0,0.166667,1.327317,0.161080,2,0,0,0.000000,3,0.022692,0.028694,178,1.488200
s2_m0_c35_h06_t01,2716240,latent_intent,2,0,0.350000,6,1,1,1.000000,0.788995,0.502451,0,2,2,1.000000,5,0.041498,0.046493,67,0.000000
s2_m0_c35_h06_t02,2724159,language_prior,2,0,0.350000,6,0,0,0.333333,1.256298,0.277467,2,1,0,0.000000,7,0.029356,0.040482,178,1.398975
s2_m0_c35_h06_t02,2724159,nearest_demo_replay,2,0,0.350000,6,0,0,0.000000,1.231341,0.000000,2,0,0,0.000000,3,0.048944,0.069048,178,1.435489
s2_m0_c35_h06_t02,2724159,phase_retrieval,2,0,0.350000,6,0,0,0.166667,0.833831,0.152700,2,0,0,0.000000,5,0.041134,0.059097,178,0.793466
s2_m0_c35_h06_t02,2724159,full_demo_attention,2,0,0.350000,6,0,0,0.000000,1.371741,0.000000,2,0,0,0.000000,2,0.039885,0.057793,178,1.571945
s2_m0_c35_h06_t02,2724159,latent_intent,2,0,0.350000,6,1,1,1.000000,0.884634,0.416667,0,2,2,1.000000,5,0.042463,0.045437,79,0.000000
s2_m0_c35_h06_t03,2732078,language_prior,2,0,0.350000,6,0,0,0.166667,1.490779,0.136872,2,0,0,0.000000,6,0.023849,0.032722,178,1.572061
s2_m0_c35_h06_t03,2732078,nearest_demo_replay,2,0,0.350000,6,0,0,0.000000,1.236300,0.000000,2,0,0,0.000000,2,0.032674,0.047377,178,1.413971
s2_m0_c35_h06_t03,2732078,phase_retrieval,2,0,0.350000,6,0,0,0.000000,1.325212,0.000000,2,0,0,0.000000,3,0.039059,0.055758,178,1.470647
s2_m0_c35_h06_t03,2732078,full_demo_attention,2,0,0.350000,6,0,0,0.000000,1.355110,0.000000,2,0,0,0.000000,4,0.025209,0.032506,178,1.469314
s2_m0_c35_h06_t03,2732078,latent_intent,2,0,0.350000,6,1,1,1.000000,0.997177,0.416667,0,2,2,1.000000,5,0.038810,0.043984,89,0.000000
s2_m0_c35_h06_t04,2739997,language_prior,2,0,0.350000,6,0,0,0.333333,0.910572,0.293296,2,1,0,0.000000,6,0.028271,0.037315,178,0.861276
s2_m0_c35_h06_t04,2739997,nearest_demo_replay,2,0,0.350000,6,0,0,0.166667,0.448123,0.161080,2,0,0,0.000000,1,0.034846,0.049447,178,0.140133
s2_m0_c35_h06_t04,2739997,phase_retrieval,2,0,0.350000,6,0,0,0.500000,1.392939,0.432030,2,1,0,0.000000,3,0.021884,0.032488,178,1.699570
s2_m0_c35_h06_t04,2739997,full_demo_attention,2,0,0.350000,6,0,0,0.166667,1.086720,0.161080,2,0,0,0.000000,4,0.026905,0.032119,178,1.211661
s2_m0_c35_h06_t04,2739997,latent_intent,2,0,0.350000,6,1,1,1.000000,0.924538,0.491342,0,2,2,1.000000,4,0.039115,0.047525,76,0.000000
s2_m0_c35_h06_t05,2747916,language_prior,2,0,0.350000,6,0,0,0.166667,1.134264,0.148045,2,0,0,0.000000,7,0.026518,0.035925,178,1.188445
s2_m0_c35_h06_t05,2747916,nearest_demo_replay,2,0,0.350000,6,0,0,0.000000,1.365160,0.000000,2,0,0,0.000000,7,0.040555,0.059792,178,1.653765
s2_m0_c35_h06_t05,2747916,phase_retrieval,2,0,0.350000,6,0,0,0.000000,1.338489,0.000000,2,0,0,0.000000,4,0.032047,0.046471,178,1.538229
s2_m0_c35_h06_t05,2747916,full_demo_attention,2,0,0.350000,6,0,0,0.000000,1.410968,0.000000,2,0,0,0.000000,4,0.021625,0.024346,178,1.541499
s2_m0_c35_h06_t05,2747916,latent_intent,2,0,0.350000,6,1,1,1.000000,0.920656,0.437751,0,2,2,1.000000,6,0.039131,0.043418,82,0.000000
s2_m0_c35_h09_t00,2755835,language_prior,2,0,0.350000,9,0,0,0.333333,1.153528,0.262506,2,1,0,0.000000,8,0.030819,0.041473,250,1.230597
s2_m0_c35_h09_t00,2755835,nearest_demo_replay,2,0,0.350000,9,0,0,0.000000,1.355201,0.000000,2,0,0,0.000000,3,0.038885,0.054706,250,1.460980
s2_m0_c35_h09_t00,2755835,phase_retrieval,2,0,0.350000,9,0,0,0.000000,0.670772,0.000000,2,0,0,0.000000,3,0.015611,0.021561,250,0.672080
s2_m0_c35_h09_t00,2755835,full_demo_attention,2,0,0.350000,9,0,0,0.000000,1.556663,0.000000,2,0,0,0.000000,4,0.020386,0.023231,250,1.665746
s2_m0_c35_h09_t00,2755835,latent_intent,2,0,0.350000,9,1,1,1.000000,0.767162,0.461279,0,2,2,1.000000,8,0.042643,0.048582,98,0.000000
s2_m0_c35_h09_t01,2763754,language_prior,2,0,0.350000,9,0,0,0.333333,1.494727,0.240815,2,1,0,0.000000,9,0.029799,0.039982,250,1.683182
s2_m0_c35_h09_t01,2763754,nearest_demo_replay,2,0,0.350000,9,0,0,0.000000,1.541793,0.000000,2,0,0,0.000000,5,0.038757,0.054948,250,1.776186
s2_m0_c35_h09_t01,2763754,phase_retrieval,2,0,0.350000,9,0,0,0.333333,1.509985,0.237273,2,1,0,0.000000,3,0.042131,0.059012,250,1.688411
s2_m0_c35_h09_t01,2763754,full_demo_attention,2,0,0.350000,9,0,0,0.000000,1.706040,0.000000,2,0,0,0.000000,2,0.022319,0.027405,250,1.879161
s2_m0_c35_h09_t01,2763754,latent_intent,2,0,0.350000,9,1,1,1.000000,0.963219,0.444444,0,2,2,1.000000,5,0.038051,0.041672,132,0.000000
s2_m0_c35_h09_t02,2771673,language_prior,2,0,0.350000,9,0,0,0.222222,0.485652,0.207171,2,0,0,0.000000,10,0.026306,0.039117,250,0.372307
s2_m0_c35_h09_t02,2771673,nearest_demo_replay,2,0,0.350000,9,0,0,0.000000,1.068065,0.000000,2,0,0,0.000000,5,0.031209,0.042101,250,1.163632
s2_m0_c35_h09_t02,2771673,phase_retrieval,2,0,0.350000,9,0,0,0.111111,0.933868,0.096946,2,0,0,0.000000,3,0.034012,0.051791,250,1.048035
s2_m0_c35_h09_t02,2771673,full_demo_attention,2,0,0.350000,9,0,0,0.000000,0.952378,0.000000,2,0,0,0.000000,4,0.040556,0.067132,250,1.033382
s2_m0_c35_h09_t02,2771673,latent_intent,2,0,0.350000,9,1,1,1.000000,0.586572,0.475096,0,2,2,1.000000,6,0.047017,0.050676,86,0.000000
s2_m0_c35_h09_t03,2779592,language_prior,2,0,0.350000,9,0,0,0.444444,0.859422,0.394422,2,1,1,1.000000,8,0.027724,0.037782,250,0.869229
s2_m0_c35_h09_t03,2779592,nearest_demo_replay,2,0,0.350000,9,0,0,0.111111,1.190257,0.109340,2,0,0,0.000000,8,0.043044,0.062239,250,1.368780
s2_m0_c35_h09_t03,2779592,phase_retrieval,2,0,0.350000,9,0,0,0.222222,1.251276,0.204958,2,0,0,0.000000,5,0.033330,0.049445,250,1.403474
s2_m0_c35_h09_t03,2779592,full_demo_attention,2,0,0.350000,9,0,0,0.111111,0.678142,0.109340,2,0,0,0.000000,0,0.146662,0.290787,250,0.660143
s2_m0_c35_h09_t03,2779592,latent_intent,2,0,0.350000,9,1,1,1.000000,0.814083,0.482510,0,2,2,1.000000,9,0.041243,0.045257,107,0.000000
s2_m0_c35_h09_t04,2787511,language_prior,2,0,0.350000,9,0,0,0.444444,1.761027,0.362992,2,1,1,1.000000,7,0.026351,0.034830,250,1.935229
s2_m0_c35_h09_t04,2787511,nearest_demo_replay,2,0,0.350000,9,0,0,0.000000,1.021555,0.000000,2,0,0,0.000000,1,0.037770,0.052468,250,0.806438
s2_m0_c35_h09_t04,2787511,phase_retrieval,2,0,0.350000,9,0,0,0.111111,1.830550,0.109340,2,0,0,0.000000,3,0.037127,0.054985,250,1.955786
s2_m0_c35_h09_t04,2787511,full_demo_attention,2,0,0.350000,9,0,0,0.111111,1.769095,0.109340,2,0,0,0.000000,2,0.021829,0.027099,250,1.952752
s2_m0_c35_h09_t04,2787511,latent_intent,2,0,0.350000,9,1,1,1.000000,1.017432,0.476431,0,2,2,1.000000,6,0.037403,0.038368,131,0.000000
s2_m0_c35_h09_t05,2795430,language_prior,2,0,0.350000,9,0,0,0.222222,0.629960,0.205843,2,0,0,0.000000,8,0.025561,0.036568,250,0.540727
s2_m0_c35_h09_t05,2795430,nearest_demo_replay,2,0,0.350000,9,0,0,0.000000,1.178358,0.000000,2,0,0,0.000000,6,0.043848,0.065523,250,1.340853
s2_m0_c35_h09_t05,2795430,phase_retrieval,2,0,0.350000,9,0,0,0.333333,0.927716,0.307658,2,1,0,0.000000,2,0.036998,0.058210,250,0.988205
s2_m0_c35_h09_t05,2795430,full_demo_attention,2,0,0.350000,9,0,0,0.333333,0.913559,0.309872,2,1,0,0.000000,3,0.025393,0.030712,250,0.987001
s2_m0_c35_h09_t05,2795430,latent_intent,2,0,0.350000,9,1,1,1.000000,0.676688,0.490637,0,2,2,1.000000,6,0.042301,0.049135,88,0.000000
s2_m0_c35_h12_t00,2803349,language_prior,2,0,0.350000,12,0,0,0.166667,1.211857,0.128225,2,0,0,0.000000,10,0.025942,0.036244,322,1.095489
s2_m0_c35_h12_t00,2803349,nearest_demo_replay,2,0,0.350000,12,0,0,0.166667,1.471373,0.142931,2,0,0,0.000000,5,0.040764,0.057470,322,1.639226
s2_m0_c35_h12_t00,2803349,phase_retrieval,2,0,0.350000,12,0,0,0.000000,1.389052,0.000000,2,0,0,0.000000,3,0.036178,0.052137,322,1.557920
s2_m0_c35_h12_t00,2803349,full_demo_attention,2,0,0.350000,12,0,0,0.000000,1.657890,0.000000,2,0,0,0.000000,3,0.021436,0.024749,322,1.793870
s2_m0_c35_h12_t00,2803349,latent_intent,2,0,0.350000,12,1,1,1.000000,1.081071,0.445946,0,2,2,1.000000,11,0.035054,0.037746,184,0.000000
s2_m0_c35_h12_t01,2811268,language_prior,2,0,0.350000,12,0,0,0.250000,1.680617,0.204076,2,0,0,0.000000,10,0.024758,0.034654,322,1.812869
s2_m0_c35_h12_t01,2811268,nearest_demo_replay,2,0,0.350000,12,0,0,0.000000,1.064409,0.000000,2,0,0,0.000000,9,0.034889,0.048358,322,0.911590
s2_m0_c35_h12_t01,2811268,phase_retrieval,2,0,0.350000,12,0,0,0.000000,0.813456,0.000000,2,0,0,0.000000,3,0.025207,0.039279,322,0.772565
s2_m0_c35_h12_t01,2811268,full_demo_attention,2,0,0.350000,12,0,0,0.000000,0.947527,0.000000,2,0,0,0.000000,1,0.020510,0.024558,322,0.884989
s2_m0_c35_h12_t01,2811268,latent_intent,2,0,0.350000,12,1,1,1.000000,1.080278,0.453846,0,2,2,1.000000,9,0.034504,0.037745,194,0.000000
s2_m0_c35_h12_t02,2819187,language_prior,2,0,0.350000,12,0,0,0.500000,1.422433,0.413571,2,1,1,1.000000,10,0.027096,0.036892,322,1.629259
s2_m0_c35_h12_t02,2819187,nearest_demo_replay,2,0,0.350000,12,0,0,0.083333,1.082871,0.067595,2,0,0,0.000000,4,0.043233,0.060586,322,1.054551
s2_m0_c35_h12_t02,2819187,phase_retrieval,2,0,0.350000,12,0,0,0.000000,0.873837,0.000000,2,0,0,0.000000,3,0.033152,0.046322,322,0.812383
s2_m0_c35_h12_t02,2819187,full_demo_attention,2,0,0.350000,12,0,0,0.000000,0.794518,0.000000,2,0,0,0.000000,0,0.151309,0.300393,322,0.869909
s2_m0_c35_h12_t02,2819187,latent_intent,2,0,0.350000,12,1,1,1.000000,1.030721,0.472072,0,2,2,1.000000,10,0.035680,0.039644,184,0.000000
s2_m0_c35_h12_t03,2827106,language_prior,2,0,0.350000,12,0,0,0.166667,1.283830,0.138545,2,0,0,0.000000,10,0.028290,0.038875,322,1.338236
s2_m0_c35_h12_t03,2827106,nearest_demo_replay,2,0,0.350000,12,0,0,0.000000,0.907125,0.000000,2,0,0,0.000000,6,0.038914,0.053249,322,0.939117
s2_m0_c35_h12_t03,2827106,phase_retrieval,2,0,0.350000,12,0,0,0.000000,0.643062,0.000000,2,0,0,0.000000,5,0.034503,0.049605,322,0.546776
s2_m0_c35_h12_t03,2827106,full_demo_attention,2,0,0.350000,12,0,0,0.000000,0.886448,0.000000,2,0,0,0.000000,5,0.020655,0.025365,322,0.909603
s2_m0_c35_h12_t03,2827106,latent_intent,2,0,0.350000,12,1,1,1.000000,0.814038,0.464206,0,2,2,1.000000,12,0.041445,0.044881,148,0.000000
s2_m0_c35_h12_t04,2835025,language_prior,2,0,0.350000,12,0,0,0.333333,1.037941,0.268834,2,1,0,0.000000,10,0.026689,0.038449,322,0.998372
s2_m0_c35_h12_t04,2835025,nearest_demo_replay,2,0,0.350000,12,0,0,0.083333,0.863611,0.078947,2,0,0,0.000000,7,0.044572,0.064733,322,0.881346
s2_m0_c35_h12_t04,2835025,phase_retrieval,2,0,0.350000,12,0,0,0.166667,1.170487,0.149897,2,0,0,0.000000,4,0.038048,0.053138,322,1.081667
s2_m0_c35_h12_t04,2835025,full_demo_attention,2,0,0.350000,12,0,0,0.000000,0.883464,0.000000,2,0,0,0.000000,1,0.147352,0.289446,322,0.816767
s2_m0_c35_h12_t04,2835025,latent_intent,2,0,0.350000,12,1,1,1.000000,0.957659,0.450000,0,2,2,1.000000,11,0.036508,0.039472,174,0.000000
s2_m0_c35_h12_t05,2842944,language_prior,2,0,0.350000,12,0,0,0.500000,1.266961,0.415635,2,1,1,1.000000,9,0.027733,0.037632,322,1.413235
s2_m0_c35_h12_t05,2842944,nearest_demo_replay,2,0,0.350000,12,0,0,0.000000,1.009796,0.000000,2,0,0,0.000000,4,0.044242,0.065394,322,0.991959
s2_m0_c35_h12_t05,2842944,phase_retrieval,2,0,0.350000,12,0,0,0.166667,1.776126,0.154025,2,0,0,0.000000,3,0.040206,0.058176,322,2.120627
s2_m0_c35_h12_t05,2842944,full_demo_attention,2,0,0.350000,12,0,0,0.083333,0.903922,0.081269,2,0,0,0.000000,2,0.025968,0.035299,322,0.919492
s2_m0_c35_h12_t05,2842944,latent_intent,2,0,0.350000,12,1,1,1.000000,1.026016,0.488553,0,2,2,1.000000,10,0.036707,0.039314,181,0.000000
s2_m1_c00_h03_t00,2850863,language_prior,2,1,0.000000,3,0,0,0.000000,1.352674,0.000000,2,0,0,0.000000,5,0.027907,0.036370,106,1.392809
s2_m1_c00_h03_t00,2850863,nearest_demo_replay,2,1,0.000000,3,0,0,0.000000,3.057067,0.000000,2,0,0,0.000000,0,0.019340,0.024153,106,5.516788
s2_m1_c00_h03_t00,2850863,phase_retrieval,2,1,0.000000,3,0,0,0.000000,1.063268,0.000000,2,0,0,0.000000,4,0.031343,0.045856,106,0.766282
s2_m1_c00_h03_t00,2850863,full_demo_attention,2,1,0.000000,3,0,0,0.000000,0.872062,0.000000,2,0,0,0.000000,4,0.020468,0.023081,106,0.765950
s2_m1_c00_h03_t00,2850863,latent_intent,2,1,0.000000,3,1,1,1.000000,1.201396,0.339181,0,2,2,1.000000,3,0.032983,0.038377,56,0.000000
s2_m1_c00_h03_t01,2858782,language_prior,2,1,0.000000,3,0,0,0.333333,1.211039,0.274143,2,1,0,0.000000,5,0.030525,0.041043,106,1.370774
s2_m1_c00_h03_t01,2858782,nearest_demo_replay,2,1,0.000000,3,0,0,0.000000,2.990998,0.000000,2,0,0,0.000000,0,0.009888,0.016275,106,5.534755
s2_m1_c00_h03_t01,2858782,phase_retrieval,2,1,0.000000,3,0,0,0.333333,1.056294,0.286604,2,1,0,0.000000,4,0.031226,0.037756,106,1.279769
s2_m1_c00_h03_t01,2858782,full_demo_attention,2,1,0.000000,3,0,0,0.000000,0.563025,0.000000,2,0,0,0.000000,3,0.020788,0.024870,106,0.491396
s2_m1_c00_h03_t01,2858782,latent_intent,2,1,0.000000,3,1,1,1.000000,0.912994,0.354610,0,2,2,1.000000,2,0.039385,0.045082,46,0.000000
s2_m1_c00_h03_t02,2866701,language_prior,2,1,0.000000,3,0,0,0.333333,0.953934,0.264798,2,1,0,0.000000,5,0.029716,0.042235,106,0.908876
s2_m1_c00_h03_t02,2866701,nearest_demo_replay,2,1,0.000000,3,0,0,0.000000,2.714564,0.000000,2,0,0,0.000000,1,0.028441,0.039921,106,5.381807
s2_m1_c00_h03_t02,2866701,phase_retrieval,2,1,0.000000,3,0,0,0.000000,1.501441,0.000000,2,0,0,0.000000,3,0.025433,0.034334,106,1.727181
s2_m1_c00_h03_t02,2866701,full_demo_attention,2,1,0.000000,3,0,0,0.000000,1.467630,0.000000,2,0,0,0.000000,3,0.026800,0.031612,106,1.729308
s2_m1_c00_h03_t02,2866701,latent_intent,2,1,0.000000,3,1,1,1.000000,1.079860,0.340000,0,2,2,1.000000,3,0.032782,0.040054,49,0.000000
s2_m1_c00_h03_t03,2874620,language_prior,2,1,0.000000,3,0,0,0.666667,1.043845,0.582555,2,2,1,0.500000,5,0.032983,0.043426,106,1.150631
s2_m1_c00_h03_t03,2874620,nearest_demo_replay,2,1,0.000000,3,0,0,0.000000,2.678837,0.000000,2,0,0,0.000000,0,0.020025,0.025165,106,5.551507
s2_m1_c00_h03_t03,2874620,phase_retrieval,2,1,0.000000,3,0,0,0.333333,1.009744,0.317757,2,1,0,0.000000,3,0.034217,0.046721,106,1.147362
s2_m1_c00_h03_t03,2874620,full_demo_attention,2,1,0.000000,3,0,0,0.000000,1.014904,0.000000,2,0,0,0.000000,3,0.031095,0.038550,106,1.125146
s2_m1_c00_h03_t03,2874620,latent_intent,2,1,0.000000,3,1,1,1.000000,0.882802,0.432432,0,2,2,1.000000,2,0.042175,0.047949,36,0.000000
s2_m1_c00_h03_t04,2882539,language_prior,2,1,0.000000,3,0,0,0.000000,1.058303,0.000000,2,0,0,0.000000,5,0.026533,0.035727,106,1.090915
s2_m1_c00_h03_t04,2882539,nearest_demo_replay,2,1,0.000000,3,0,0,0.000000,2.888922,0.000000,2,0,0,0.000000,2,0.020084,0.026944,106,5.417955
s2_m1_c00_h03_t04,2882539,phase_retrieval,2,1,0.000000,3,0,0,0.333333,0.953809,0.289720,2,1,0,0.000000,5,0.034046,0.045647,106,1.011871
s2_m1_c00_h03_t04,2882539,full_demo_attention,2,1,0.000000,3,0,0,0.000000,0.642668,0.000000,2,0,0,0.000000,4,0.030507,0.035790,106,0.580936
s2_m1_c00_h03_t04,2882539,latent_intent,2,1,0.000000,3,1,1,1.000000,0.886512,0.333333,0,2,2,1.000000,3,0.036703,0.046959,44,0.000000
s2_m1_c00_h03_t05,2890458,language_prior,2,1,0.000000,3,0,0,0.000000,1.376363,0.000000,2,0,0,0.000000,5,0.027366,0.037073,106,1.569762
s2_m1_c00_h03_t05,2890458,nearest_demo_replay,2,1,0.000000,3,0,0,0.000000,2.711489,0.000000,2,0,0,0.000000,0,0.021153,0.026788,106,5.552324
s2_m1_c00_h03_t05,2890458,phase_retrieval,2,1,0.000000,3,0,0,0.333333,1.040728,0.299065,2,1,0,0.000000,3,0.032847,0.049114,106,0.794370
s2_m1_c00_h03_t05,2890458,full_demo_attention,2,1,0.000000,3,0,0,0.000000,1.005054,0.000000,2,0,0,0.000000,3,0.031387,0.034675,106,1.130829
s2_m1_c00_h03_t05,2890458,latent_intent,2,1,0.000000,3,1,1,1.000000,0.924146,0.357143,0,2,2,1.000000,2,0.041099,0.050723,41,0.000000
s2_m1_c00_h06_t00,2898377,language_prior,2,1,0.000000,6,0,0,0.166667,0.892825,0.147114,2,0,0,0.000000,7,0.027027,0.036374,178,0.853112
s2_m1_c00_h06_t00,2898377,nearest_demo_replay,2,1,0.000000,6,0,0,0.000000,6.715787,0.000000,2,0,0,0.000000,0,0.017648,0.023952,178,13.805318
s2_m1_c00_h06_t00,2898377,phase_retrieval,2,1,0.000000,6,0,0,0.000000,1.290568,0.000000,2,0,0,0.000000,4,0.023743,0.032948,178,1.347365
s2_m1_c00_h06_t00,2898377,full_demo_attention,2,1,0.000000,6,0,0,0.000000,1.238628,0.000000,2,0,0,0.000000,4,0.028539,0.033196,178,1.314707
s2_m1_c00_h06_t00,2898377,latent_intent,2,1,0.000000,6,1,1,1.000000,0.802843,0.410256,0,2,2,1.000000,5,0.041162,0.043577,77,0.000000
s2_m1_c00_h06_t01,2906296,language_prior,2,1,0.000000,6,0,0,0.166667,1.084795,0.145251,2,0,0,0.000000,7,0.026216,0.035833,178,1.075847
s2_m1_c00_h06_t01,2906296,nearest_demo_replay,2,1,0.000000,6,0,0,0.000000,6.752179,0.000000,2,0,0,0.000000,0,0.018441,0.025113,178,13.799587
s2_m1_c00_h06_t01,2906296,phase_retrieval,2,1,0.000000,6,0,0,0.000000,1.279187,0.000000,2,0,0,0.000000,4,0.026918,0.039610,178,1.310314
s2_m1_c00_h06_t01,2906296,full_demo_attention,2,1,0.000000,6,0,0,0.000000,1.217458,0.000000,2,0,0,0.000000,2,0.025650,0.029638,178,1.310303
s2_m1_c00_h06_t01,2906296,latent_intent,2,1,0.000000,6,1,1,1.000000,0.932748,0.390873,0,2,2,1.000000,5,0.040154,0.045843,83,0.000000
s2_m1_c00_h06_t02,2914215,language_prior,2,1,0.000000,6,0,0,0.166667,0.644491,0.136872,2,0,0,0.000000,6,0.025614,0.034348,178,0.491925
s2_m1_c00_h06_t02,2914215,nearest_demo_replay,2,1,0.000000,6,0,0,0.000000,6.774544,0.000000,2,0,0,0.000000,0,0.017020,0.023421,178,13.862378
s2_m1_c00_h06_t02,2914215,phase_retrieval,2,1,0.000000,6,0,0,0.166667,0.883880,0.153631,2,0,0,0.000000,4,0.033789,0.049570,178,0.795230
s2_m1_c00_h06_t02,2914215,full_demo_attention,2,1,0.000000,6,0,0,0.000000,1.250698,0.000000,2,0,0,0.000000,4,0.021397,0.023568,178,1.334320
s2_m1_c00_h06_t02,2914215,latent_intent,2,1,0.000000,6,1,1,1.000000,0.809891,0.381944,0,2,2,1.000000,6,0.045278,0.051171,71,0.000000
s2_m1_c00_h06_t03,2922134,language_prior,2,1,0.000000,6,0,0,0.166667,1.074861,0.147114,2,0,0,0.000000,7,0.026763,0.036411,178,1.145653
s2_m1_c00_h06_t03,2922134,nearest_demo_replay,2,1,0.000000,6,0,0,0.000000,6.639429,0.000000,2,0,0,0.000000,1,0.016176,0.020895,178,13.704616
s2_m1_c00_h06_t03,2922134,phase_retrieval,2,1,0.000000,6,0,0,0.000000,0.702268,0.000000,2,0,0,0.000000,5,0.021567,0.030672,178,0.683311
s2_m1_c00_h06_t03,2922134,full_demo_attention,2,1,0.000000,6,0,0,0.000000,1.141898,0.000000,2,0,0,0.000000,4,0.024686,0.029319,178,1.205296
s2_m1_c00_h06_t03,2922134,latent_intent,2,1,0.000000,6,1,1,1.000000,0.719046,0.380208,0,2,2,1.000000,5,0.045116,0.052212,63,0.000000
s2_m1_c00_h06_t04,2930053,language_prior,2,1,0.000000,6,0,0,0.166667,1.414180,0.109870,2,0,0,0.000000,6,0.026609,0.035757,178,1.508906
s2_m1_c00_h06_t04,2930053,nearest_demo_replay,2,1,0.000000,6,0,0,0.000000,6.775343,0.000000,2,0,0,0.000000,2,0.010574,0.016440,178,13.817685
s2_m1_c00_h06_t04,2930053,phase_retrieval,2,1,0.000000,6,0,0,0.000000,1.105817,0.000000,2,0,0,0.000000,5,0.023274,0.032040,178,1.140189
s2_m1_c00_h06_t04,2930053,full_demo_attention,2,1,0.000000,6,0,0,0.000000,1.073292,0.000000,2,0,0,0.000000,3,0.025042,0.028706,178,1.138631
s2_m1_c00_h06_t04,2930053,latent_intent,2,1,0.000000,6,1,1,1.000000,1.105891,0.431090,0,2,2,1.000000,4,0.031895,0.036877,103,0.000000
s2_m1_c00_h06_t05,2937972,language_prior,2,1,0.000000,6,0,0,0.500000,0.980998,0.444134,2,1,1,1.000000,8,0.028435,0.039004,178,1.008248
s2_m1_c00_h06_t05,2937972,nearest_demo_replay,2,1,0.000000,6,0,0,0.000000,6.512390,0.000000,2,0,0,0.000000,2,0.016680,0.022905,178,13.567159
s2_m1_c00_h06_t05,2937972,phase_retrieval,2,1,0.000000,6,0,0,0.000000,0.715001,0.000000,2,0,0,0.000000,3,0.032487,0.046857,178,0.663713
s2_m1_c00_h06_t05,2937972,full_demo_attention,2,1,0.000000,6,0,0,0.000000,0.664341,0.000000,2,0,0,0.000000,2,0.024105,0.031881,178,0.661442
s2_m1_c00_h06_t05,2937972,latent_intent,2,1,0.000000,6,1,1,1.000000,0.976068,0.489583,0,2,2,1.000000,4,0.038332,0.045361,79,0.000000
s2_m1_c00_h09_t00,2945891,language_prior,2,1,0.000000,9,0,0,0.222222,0.669842,0.189907,2,0,0,0.000000,10,0.025230,0.034596,250,0.632965
s2_m1_c00_h09_t00,2945891,nearest_demo_replay,2,1,0.000000,9,0,0,0.000000,11.212666,0.000000,2,0,0,0.000000,2,0.018013,0.027681,250,22.062023
s2_m1_c00_h09_t00,2945891,phase_retrieval,2,1,0.000000,9,0,0,0.222222,0.530125,0.198761,2,0,0,0.000000,6,0.031563,0.045564,250,0.193887
s2_m1_c00_h09_t00,2945891,full_demo_attention,2,1,0.000000,9,0,0,0.111111,0.781442,0.106242,2,0,0,0.000000,5,0.025225,0.031818,250,0.822350
s2_m1_c00_h09_t00,2945891,latent_intent,2,1,0.000000,9,1,1,1.000000,0.731649,0.458889,0,2,2,1.000000,10,0.041488,0.045350,99,0.000000
s2_m1_c00_h09_t01,2953810,language_prior,2,1,0.000000,9,0,0,0.111111,1.257232,0.084108,2,0,0,0.000000,8,0.026859,0.037029,250,1.199139
s2_m1_c00_h09_t01,2953810,nearest_demo_replay,2,1,0.000000,9,0,0,0.000000,11.292664,0.000000,2,0,0,0.000000,2,0.001494,0.001772,250,22.131857
s2_m1_c00_h09_t01,2953810,phase_retrieval,2,1,0.000000,9,0,0,0.222222,1.156383,0.196990,2,0,0,0.000000,2,0.023133,0.034358,250,0.884003
s2_m1_c00_h09_t01,2953810,full_demo_attention,2,1,0.000000,9,0,0,0.111111,1.750111,0.105356,2,0,0,0.000000,2,0.022093,0.024814,250,1.954995
s2_m1_c00_h09_t01,2953810,latent_intent,2,1,0.000000,9,1,1,1.000000,0.982877,0.412575,0,2,2,1.000000,8,0.037897,0.042608,128,0.000000
s2_m1_c00_h09_t02,2961729,language_prior,2,1,0.000000,9,0,0,0.111111,1.159223,0.084108,2,0,0,0.000000,8,0.025470,0.035898,250,1.073130
s2_m1_c00_h09_t02,2961729,nearest_demo_replay,2,1,0.000000,9,0,0,0.000000,11.249089,0.000000,2,0,0,0.000000,0,0.010106,0.012719,250,22.105023
s2_m1_c00_h09_t02,2961729,phase_retrieval,2,1,0.000000,9,0,0,0.333333,1.177855,0.281983,2,1,0,0.000000,5,0.028086,0.042128,250,1.060680
