seed,method,buffer_size,train_stage,selected_count,anchor_concentration,mean_anchor_score,selected_early_fraction,selected_near_center_fraction,overlap_fraction,conflict_fraction,disagreement_threshold
19,diversity,288,2,288,0.1111111111111111,1.9779984951019287,0.5069444444444444,0.5555555555555556,0.39625850340136054,0.39625850340136054,0.1385270208120346
19,diversity,288,3,288,0.1736111111111111,2.832331657409668,0.5451388888888888,0.6388888888888888,0.26360544217687076,0.21258503401360543,0.2718886137008667
19,anchors,12,1,12,0.25,1.2178477048873901,0.5833333333333334,0.4166666666666667,0.6717687074829932,0.6377551020408163,0.05669337511062622
19,anchors,12,2,12,0.16666666666666666,2.26137638092041,0.16666666666666666,0.4166666666666667,0.4421768707482993,0.44047619047619047,0.24620161950588226
19,anchors,12,3,12,0.16666666666666666,4.745901584625244,0.25,0.5,0.23299319727891157,0.04081632653061224,0.8504524827003479
19,anchors,32,1,32,0.28125,1.105670690536499,0.65625,0.5625,0.6326530612244898,0.6003401360544217,0.059428565204143524
19,anchors,32,2,32,0.21875,1.9122428894042969,0.25,0.5,0.4064625850340136,0.36394557823129253,0.2952192425727844
19,anchors,32,3,32,0.375,2.47882080078125,0.4375,0.625,0.2891156462585034,0.21428571428571427,0.4548014998435974
19,anchors,96,1,96,0.2604166666666667,1.1823978424072266,0.5,0.5729166666666666,0.6122448979591837,0.6003401360544217,0.03748289495706558
19,anchors,96,2,96,0.25,1.599033236503601,0.34375,0.5208333333333334,0.8367346938775511,0.7993197278911565,0.17914831638336182
19,anchors,96,3,96,0.2708333333333333,2.406238317489624,0.625,0.6354166666666666,0.3129251700680272,0.20238095238095238,0.3238287568092346
19,anchors,288,1,288,0.2013888888888889,1.1909428834915161,0.4513888888888889,0.5416666666666666,0.6122448979591837,0.5867346938775511,0.04757131636142731
19,anchors,288,2,288,0.22916666666666666,1.5499316453933716,0.3854166666666667,0.5416666666666666,0.7755102040816326,0.7346938775510204,0.18176349997520447
19,anchors,288,3,288,0.2708333333333333,2.612710952758789,0.3888888888888889,0.5729166666666666,0.2755102040816326,0.21768707482993196,0.29498058557510376
20,random,12,1,12,0.08333333333333333,1.4820817708969116,0.4166666666666667,0.3333333333333333,0.5510204081632653,0.5289115646258503,0.06223960593342781
20,random,12,2,12,0.16666666666666666,2.001666784286499,0.5,0.6666666666666666,0.5510204081632653,0.5510204081632653,0.31162095069885254
20,random,12,3,12,0.0,5.581333637237549,0.25,0.25,0.4489795918367347,0.2108843537414966,0.6779996752738953
20,random,32,1,32,0.0625,0.9960860013961792,0.375,0.4375,0.5714285714285714,0.5357142857142857,0.06737135350704193
20,random,32,2,32,0.125,2.2604892253875732,0.375,0.5625,0.5102040816326531,0.5102040816326531,0.24589909613132477
20,random,32,3,32,0.03125,3.269834518432617,0.53125,0.5625,0.3877551020408163,0.33503401360544216,0.3420060873031616
20,random,96,1,96,0.09375,1.1279338598251343,0.375,0.40625,0.5714285714285714,0.5374149659863946,0.07415458559989929
20,random,96,2,96,0.11458333333333333,2.3026769161224365,0.3958333333333333,0.4895833333333333,0.46938775510204084,0.46938775510204084,0.1981010138988495
20,random,96,3,96,0.125,2.972513198852539,0.3958333333333333,0.5104166666666666,0.3486394557823129,0.3333333333333333,0.24434055387973785
20,random,288,1,288,0.08333333333333333,1.0376938581466675,0.3784722222222222,0.4513888888888889,0.5714285714285714,0.54421768707483,0.06169968843460083
20,random,288,2,288,0.0763888888888889,2.2535922527313232,0.3958333333333333,0.4409722222222222,0.46938775510204084,0.46938775510204084,0.20315326750278473
20,random,288,3,288,0.08333333333333333,3.3540573120117188,0.3923611111111111,0.4826388888888889,0.30272108843537415,0.22959183673469388,0.28669843077659607
20,loss_hard,12,1,12,0.0,0.6921853423118591,1.0,0.3333333333333333,0.5714285714285714,0.5374149659863946,0.06643317639827728
20,loss_hard,12,2,12,1.0,1.162444829940796,1.0,0.9166666666666666,0.5510204081632653,0.1836734693877551,2.2077112197875977
20,loss_hard,12,3,12,1.0,2.022003650665283,1.0,1.0,0.4489795918367347,0.04081632653061224,2.3811566829681396
20,loss_hard,32,1,32,0.0,0.7744286060333252,1.0,0.34375,0.5510204081632653,0.5187074829931972,0.08418823033571243
20,loss_hard,32,2,32,0.96875,1.2679417133331299,1.0,1.0,0.5697278911564626,0.23469387755102042,2.0007381439208984
20,loss_hard,32,3,32,1.0,2.527191162109375,1.0,1.0,0.4370748299319728,0.04081632653061224,2.525425910949707
20,loss_hard,96,1,96,0.0,0.6923408508300781,0.8958333333333334,0.5208333333333334,0.5714285714285714,0.5391156462585034,0.08047525584697723
20,loss_hard,96,2,96,0.20833333333333334,1.106911063194275,0.7916666666666666,0.65625,0.5391156462585034,0.5391156462585034,0.5821353197097778
20,loss_hard,96,3,96,0.8333333333333334,2.2193362712860107,0.8333333333333334,0.8333333333333334,0.3673469387755102,0.08333333333333333,2.0037460327148438
20,loss_hard,288,1,288,0.1840277777777778,0.7105062007904053,0.5416666666666666,0.5798611111111112,0.5510204081632653,0.5170068027210885,0.06400938332080841
20,loss_hard,288,2,288,0.3680555555555556,1.2549872398376465,0.6736111111111112,0.7395833333333334,0.6122448979591837,0.6122448979591837,0.33312225341796875
20,loss_hard,288,3,288,0.3819444444444444,3.6811256408691406,0.8784722222222222,0.3298611111111111,0.40816326530612246,0.04591836734693878,1.6995713710784912
