lineage,episode_id,reward_gain,true_success,reported_success,stage_mismatch_rate,compiled_return,lineage_return,final_object_error,min_goal_error,transition_approach,transition_grasp,transition_carry,transition_open
copied_all,test_003,0.75,0.0,0.0,0.8863636363636364,-30.966641989235697,-24.907862735683683,0.9141617760891109,0.9141617760891109,5,44,44,44
copied_all,test_004,0.75,0.0,0.0,0.9090909090909091,-33.03850538556152,-26.604944546380807,1.086800858452082,1.086800858452082,4,44,44,44
copied_all,test_005,0.75,0.0,0.0,0.8863636363636364,-32.739558200726336,-26.34879183503824,1.1251780713953907,1.1251780713953907,5,44,44,44
copied_all,test_006,0.75,0.0,0.0,0.9090909090909091,-33.98385062927803,-27.164041911006187,1.2172223646121094,1.2172223646121094,4,44,44,44
copied_all,test_007,0.75,0.0,0.0,0.9090909090909091,-33.609458954115226,-26.158714311548007,1.1748627137934493,1.1748627137934493,4,44,44,44
copied_all,test_008,0.75,0.0,0.0,0.0,-7.005878246794289,-4.438017518355743,1.0336079730795456,1.0336079730795456,44,44,44,44
copied_all,test_009,0.75,0.0,0.0,0.0,-7.131955470614096,-4.4515765032324675,1.035913730110419,1.035913730110419,44,44,44,44
copied_all,test_010,0.75,0.0,0.0,0.0,-7.3477709341254975,-4.913742757140677,1.0850736139917019,1.0850736139917019,44,44,44,44
copied_all,test_011,0.75,0.0,0.0,0.9090909090909091,-33.941114334216955,-26.316937670418458,1.2088693236867663,1.2088693236867663,4,44,44,44
copied_all,test_012,0.75,0.0,0.0,0.8863636363636364,-31.365609746544717,-25.630984594719198,1.0165477735620274,1.0165477735620274,5,44,44,44
copied_all,test_013,0.75,0.0,0.0,0.9318181818181818,-33.66426049330347,-26.70476676841278,1.1000325492484833,1.1000325492484833,3,44,44,44
copied_all,test_014,0.75,0.0,0.0,0.9318181818181818,-33.41544945976189,-26.27588517610142,1.1810773383339395,1.1810773383339395,3,44,44,44
copied_all,test_015,0.75,0.0,0.0,0.9090909090909091,-31.971040544420983,-26.063698023242313,1.0423031058566212,1.0423031058566212,4,44,44,44
copied_all,test_016,0.75,0.0,0.0,0.8863636363636364,-31.289230162503696,-25.97291266251184,0.8439270483698211,0.8439270483698211,5,44,44,44
copied_all,test_017,0.75,0.0,0.0,0.0,-7.4578911426710475,-5.031206534983126,1.0389824012677515,1.0389824012677515,44,44,44,44
copied_all,test_018,0.75,0.0,0.0,0.0,-7.371095857103279,-4.794339249322134,1.02254604719757,1.02254604719757,44,44,44,44
copied_all,test_019,0.75,0.0,0.0,0.9090909090909091,-33.11525740283304,-25.632263308167577,1.2253488316917864,1.2253488316917864,4,44,44,44
copied_all,test_020,0.75,0.0,0.0,0.8409090909090909,-30.12603135072626,-25.37433983479645,0.786355831092505,0.786355831092505,7,44,44,44
copied_all,test_021,0.75,0.0,0.0,0.8636363636363636,-30.72213056393468,-25.158717317010733,0.9398174548288014,0.9398174548288014,6,44,44,44
copied_all,test_022,0.75,0.0,0.0,0.9318181818181818,-33.70371351947863,-26.546874071997248,1.1155591324354337,1.1155591324354337,3,44,44,44
copied_all,test_023,0.75,0.0,0.0,0.8863636363636364,-31.805292330788962,-25.054358486077888,1.078861335050338,1.078861335050338,5,44,44,44
copied_all,test_024,0.75,0.0,0.0,0.8863636363636364,-33.02396838555024,-26.791518103136024,1.135013964522157,1.135013964522157,5,44,44,44
copied_all,test_025,0.75,0.0,0.0,0.0,-7.340196376090739,-4.440955453638412,1.1746355612675767,1.1746355612675767,44,44,44,44
copied_all,test_026,0.75,0.0,0.0,0.8636363636363636,-31.261142583697563,-25.419365666565582,0.9244754465208153,0.9244754465208153,6,44,44,44
copied_all,test_027,0.75,0.0,0.0,0.0,-7.2710414074794,-3.9038583439143437,1.3053306525740491,1.3053306525740491,44,44,44,44
copied_all,test_028,0.75,0.0,0.0,0.8863636363636364,-26.334667912707307,1.8609711988198379,0.7316556781163359,0.7316556781163359,5,9,14,16
copied_all,test_029,0.75,0.0,0.0,0.8863636363636364,-30.551160298015063,-25.682670495631623,0.8624054291430779,0.8624054291430779,5,44,44,44
copied_all,test_030,0.75,0.0,0.0,0.8863636363636364,-31.71190739300973,-25.633102823097513,1.0639894662321863,1.0639894662321863,5,44,44,44
copied_all,test_031,0.75,0.0,0.0,0.8636363636363636,-27.02566431188151,0.8959432715010467,0.7913486738935527,0.7913486738935527,6,9,15,17
copied_all,test_032,0.75,0.0,0.0,0.8636363636363636,-31.186879575359146,-25.464576273038713,0.9998411144891274,0.9998411144891274,6,44,44,44
copied_all,test_033,0.75,0.0,0.0,0.8636363636363636,-30.86175915846402,-25.027457960228844,0.9473735154781386,0.9473735154781386,6,44,44,44
copied_all,test_034,0.75,0.0,0.0,0.9090909090909091,-32.986633450504335,-26.080999752096602,1.0825549833229704,1.0825549833229704,4,44,44,44
copied_all,test_035,0.75,0.0,0.0,0.0,-7.419966958881846,-4.312546219818247,1.2247759597019954,1.2247759597019954,44,44,44,44
