condition,trial,signal,pearson_action_error,mean_signal,mean_action_error
clean,15,ensemble_uncertainty,0.5490233010544742,0.09645775815445916,0.726882759467137
clean,16,attention_entropy,0.5389527749174204,0.7316965535852212,0.9177991432583842
clean,16,state_error,0.3139882383116775,0.212123799041395,0.9177991432583842
clean,16,ensemble_uncertainty,0.5533051680115078,0.09185254378085905,0.9177991432583842
clean,17,attention_entropy,0.49605547720126936,0.8722176594009241,1.0543839216172122
clean,17,state_error,-0.06874596346343016,0.3797513047215501,1.0543839216172122
clean,17,ensemble_uncertainty,0.4151427467661044,0.13714286981065596,1.0543839216172122
clean,18,attention_entropy,0.5366993872779708,0.869689158979002,0.8153916072637096
clean,18,state_error,0.0939603876288385,0.33816176317535357,0.8153916072637096
clean,18,ensemble_uncertainty,0.4430279083325208,0.15238436360021324,0.8153916072637096
clean,19,attention_entropy,0.5773426780930009,0.8694759913657074,1.0435878737053772
clean,19,state_error,0.5489540200627793,0.3553436725693775,1.0435878737053772
clean,19,ensemble_uncertainty,0.7756432875070656,0.12891675924610912,1.0435878737053772
clean,20,attention_entropy,0.4580706033441065,0.9204733184245996,1.2919558705542666
clean,20,state_error,-0.10857639236206885,1.0703853579099034,1.2919558705542666
clean,20,ensemble_uncertainty,0.3832897807380207,0.18854501602564366,1.2919558705542666
clean,21,attention_entropy,0.41533570180389734,0.9174570937255581,1.2044843160921055
clean,21,state_error,-0.4023830208676848,0.24959559493846362,1.2044843160921055
clean,21,ensemble_uncertainty,0.2069402927324465,0.16895702266593704,1.2044843160921055
clean,22,attention_entropy,0.5568795988968717,0.7324806531256094,0.7402682835223567
clean,22,state_error,0.15872324301053112,0.14098219969652095,0.7402682835223567
clean,22,ensemble_uncertainty,0.5565350252184789,0.08983577804870017,0.7402682835223567
clean,23,attention_entropy,0.5506360443980772,0.7319726326948451,0.7208634264069823
clean,23,state_error,0.19772872844190884,0.1976705511409468,0.7208634264069823
clean,23,ensemble_uncertainty,0.7617104047635123,0.09445458136276456,0.7208634264069823
clean,24,attention_entropy,0.5660752872456233,0.732115155392632,0.8573949503122039
clean,24,state_error,0.22074523203428226,0.19933927706783972,0.8573949503122039
clean,24,ensemble_uncertainty,0.5070525459614349,0.09432910951920831,0.8573949503122039
clean,25,attention_entropy,0.4779988160131959,0.8713951982314144,1.085085090093674
clean,25,state_error,-0.20012341979649156,0.28504120819284945,1.085085090093674
clean,25,ensemble_uncertainty,0.38862283968788436,0.12827043919344336,1.085085090093674
clean,26,attention_entropy,0.551714851935442,0.8694759913657074,0.7952722840863945
clean,26,state_error,0.14957065819092694,0.35010975240015463,0.7952722840863945
clean,26,ensemble_uncertainty,0.579264411783632,0.14358475115543165,0.7952722840863945
clean,27,attention_entropy,0.7586226262481037,0.8700952800374143,1.422462725929364
clean,27,state_error,0.3546822513362632,0.2853129020553258,1.422462725929364
clean,27,ensemble_uncertainty,0.7626930960246779,0.13184537354552436,1.422462725929364
clean,28,attention_entropy,0.55070319068664,0.9174570937255581,1.2063559273395772
clean,28,state_error,0.30377406661646594,0.689840577393772,1.2063559273395772
clean,28,ensemble_uncertainty,0.6338531226054157,0.16771795649027318,1.2063559273395772
clean,29,attention_entropy,0.5954763695703047,0.7328054064156744,0.788535884894154
clean,29,state_error,0.42490212725495446,0.5619171658928067,0.788535884894154
clean,29,ensemble_uncertainty,0.7037367776471003,0.08906124383318208,0.788535884894154
clean,30,attention_entropy,0.6187488691119863,0.7318644872240722,0.8928431731133529
clean,30,state_error,0.14082914281683212,0.14511171642553714,0.8928431731133529
clean,30,ensemble_uncertainty,0.4974117429093228,0.09074136190124214,0.8928431731133529
clean,31,attention_entropy,0.5523001515514657,0.7317040234626043,0.9150399032760982
clean,31,state_error,0.3505426632850923,0.2062737899863555,0.9150399032760982
clean,31,ensemble_uncertainty,0.7737524198637067,0.09371692380458968,0.9150399032760982
clean,32,attention_entropy,0.46468629553023605,0.8722401697593485,1.0461492751222214
clean,32,state_error,-0.11019293991397125,0.38980901744403745,1.0461492751222214
clean,32,ensemble_uncertainty,0.4316988005788998,0.13853948269839766,1.0461492751222214
clean,33,attention_entropy,0.5038377430462809,0.8698644033756037,1.1276258964416763
clean,33,state_error,-0.2145295053201506,0.2502763600207076,1.1276258964416763
clean,33,ensemble_uncertainty,0.4955904181349083,0.13975861935588943,1.1276258964416763
clean,34,attention_entropy,0.7291538455487444,0.8694759913657074,1.4079181878176952
clean,34,state_error,0.41482418870662907,0.2733669674543902,1.4079181878176952
clean,34,ensemble_uncertainty,0.8245326656228388,0.1416482856075555,1.4079181878176952
clean,35,attention_entropy,0.15120281706011449,0.9174570937255581,1.2483240434447935
clean,35,state_error,-0.17616244769223208,0.8896008574715494,1.2483240434447935
clean,35,ensemble_uncertainty,0.37189638741220254,0.1798400831328971,1.2483240434447935
clean,36,attention_entropy,0.44518598118682645,0.9174570937255581,1.1801001752741997
clean,36,state_error,-0.28854462816001886,0.31616339253016673,1.1801001752741997
clean,36,ensemble_uncertainty,0.14776027078841084,0.17959182557865258,1.1801001752741997
clean,37,attention_entropy,0.5675904269163711,0.7328038684151997,0.7426298220387864
clean,37,state_error,0.28283201132161284,0.1318161022003709,0.7426298220387864
clean,37,ensemble_uncertainty,0.6110152699964427,0.09973617672379627,0.7426298220387864
clean,38,attention_entropy,0.542478933488597,0.7317755028998402,0.7328857830997326
clean,38,state_error,0.23179126673200998,0.21046540293411428,0.7328857830997326
clean,38,ensemble_uncertainty,0.7313554237723155,0.09485308693105621,0.7328857830997326
clean,39,attention_entropy,0.7105693118139965,0.7319078669226614,1.1442843115346493
