seed,method,interactions,fine_success,fine_reward,fine_abs_error,source_success,marker_attention
31,reward_attention,528,1.0,0.9619017243385315,0.09818992018699646,1.0,0.5021679401397705
31,reward_attention,576,1.0,0.9651488065719604,0.08960279822349548,1.0,0.4990212023258209
31,reward_attention,624,1.0,0.9655265212059021,0.08851942420005798,1.0,0.4991408884525299
31,reward_attention,672,1.0,0.9682021737098694,0.08156941831111908,1.0,0.49782904982566833
31,reward_attention,720,1.0,0.9695066213607788,0.07814915478229523,1.0,0.49723944067955017
31,supervised_anchors,0,0.0,0.2509658932685852,3.505950450897217,1.0,0.08088109642267227
31,supervised_anchors,48,0.0,0.2628817856311798,3.5445618629455566,1.0,0.09046778082847595
31,supervised_anchors,96,0.0,0.2665847837924957,3.4744150638580322,1.0,0.11583054065704346
31,supervised_anchors,144,0.0,0.2769136428833008,3.3218090534210205,1.0,0.15726517140865326
31,supervised_anchors,192,0.0,0.3396896421909332,2.859121322631836,1.0,0.2437155842781067
31,supervised_anchors,240,0.03777777776122093,0.4890851378440857,1.9245617389678955,1.0,0.3369797170162201
31,supervised_anchors,288,0.22555555403232574,0.706139862537384,0.9267825484275818,1.0,0.4285334050655365
31,supervised_anchors,336,0.7066666483879089,0.8640918135643005,0.3842565715312958,1.0,0.4870363473892212
31,supervised_anchors,384,0.8299999833106995,0.8970919847488403,0.2871176600456238,1.0,0.507900059223175
31,supervised_anchors,432,0.9211111068725586,0.9197024703025818,0.2148057073354721,1.0,0.5195117592811584
31,supervised_anchors,480,0.9911110997200012,0.9327730536460876,0.17730022966861725,1.0,0.5231249928474426
31,supervised_anchors,528,1.0,0.9432623386383057,0.148214191198349,1.0,0.5198458433151245
31,supervised_anchors,576,0.9700000286102295,0.9542196989059448,0.11996099352836609,1.0,0.5165950059890747
31,supervised_anchors,624,0.996666669845581,0.9285538792610168,0.18809852004051208,1.0,0.5286617279052734
31,supervised_anchors,672,0.9888888597488403,0.9219264984130859,0.20665162801742554,1.0,0.5343515276908875
31,supervised_anchors,720,1.0,0.9587452411651611,0.10657420009374619,1.0,0.5340145826339722
31,anchors_cached,0,0.0,0.2509658932685852,3.505950450897217,1.0,0.08088109642267227
31,anchors_cached,48,0.0,0.2628817856311798,3.5445618629455566,1.0,0.09046778082847595
31,anchors_cached,96,0.0,0.2665847837924957,3.4744150638580322,1.0,0.11583054065704346
31,anchors_cached,144,0.0,0.2769136428833008,3.3218090534210205,1.0,0.15726517140865326
31,anchors_cached,192,0.0,0.3396896421909332,2.859121322631836,1.0,0.2437155842781067
31,anchors_cached,240,0.03777777776122093,0.4890851378440857,1.9245617389678955,1.0,0.3369797170162201
31,anchors_cached,288,0.22555555403232574,0.706139862537384,0.9267825484275818,1.0,0.4285334050655365
31,anchors_cached,336,0.7066666483879089,0.8640918135643005,0.3842565715312958,1.0,0.4870363473892212
31,anchors_cached,384,0.8299999833106995,0.8970919847488403,0.2871176600456238,1.0,0.507900059223175
31,anchors_cached,432,0.9211111068725586,0.9197024703025818,0.2148057073354721,1.0,0.5195117592811584
31,anchors_cached,480,0.9911110997200012,0.9327730536460876,0.17730022966861725,1.0,0.5231249928474426
31,anchors_cached,528,1.0,0.9432623386383057,0.148214191198349,1.0,0.5198458433151245
31,anchors_cached,576,0.9700000286102295,0.9542196989059448,0.11996099352836609,1.0,0.5165950059890747
31,anchors_cached,624,0.996666669845581,0.9285538792610168,0.18809852004051208,1.0,0.5286617279052734
31,anchors_cached,672,0.9888888597488403,0.9219264984130859,0.20665162801742554,1.0,0.5343515276908875
31,anchors_cached,720,1.0,0.9587452411651611,0.10657420009374619,1.0,0.5340145826339722
32,frozen,0,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,48,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,96,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,144,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,192,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
32,frozen,240,0.0,0.25075170397758484,3.5078635215759277,1.0,nan
